400.4550254	0.01337
1910.262148	0.002632
3432.847657	0.001498
6102.218462	0.0012138
7763.929584	0.00003668
9334.924646	0.00011634
10918.62013	0.00003066
12408.18024	0.00010612
14124.04765	0.0002534
15528.79033	0.00006342
17927.66662	0.00011466
19578.82488	0.00009492
21242.58142	0.00002954
22806.77314	0.00007154
24607.82514	0.00002968
25400.27671	0.00003864
28597.382	0.00005306
30328.05874	0.00002002
32071.23245	0.00001442
33709.45555	0.00003892
35595.00705	0.000009674
39769.0064	0.00012054
41457.53921	0.00007938
43278.66543	0.0000847
44989.5546	0.00010794
46958.04721	0.00012502
47823.68247	0.00008358
51438.50321	0.00003472
53200.0674	0.00005474
55099.34514	0.0000259
57010.90501	0.00002058
58420.51249	0.00010122
67809.4999	0.00002884
69800.91878	0.00007112
71670.552	0.00009982
73820.23522	0.00005236
74765.06391	0.00009198
75848.10179	0.00009198
76798.5876	0.00006202
44010.58368	0.00006818
45849.03986	0.00005684
47699.85568	0.0000546
53958.30364	0.000077
55862.49611	0.00007952
57778.96444	0.00006174
59707.693	0.00008638
64255.65057	0.0000511
66225.13383	0.0000203
68206.80976	0.00003206
70067.36075	0.00005516
72206.67751	0.00009926
74224.83833	0.00003066
