60.01023906	747.755121
140.0557447	628.4000201
440.5505744	539.5468213
510.7396775	479.7875928
912.3547003	360.6566101
992.7868488	360.8197599
1415.652357	331.5364381
1496.311812	331.6859286
1960.809215	302.3139103
2467.06065	303.1627465
2974.731243	304.0112221
3483.820389	274.3734033
3994.327487	275.1363825
4506.251933	245.2435889
6071.199693	216.3898482
7816.091297	155.9846452
9387.509967	157.2512072
10971.62852	126.8129242
12568.43077	127.8235933
14177.90056	96.62473097
15507.10698	97.24478063
17982.50209	65.59159942
21298.25675	66.59605961
24664.3382	33.79898084
28654.86972	103.1454345
32129.55328	69.76000481
35654.15887	70.7538491
41566.45733	72.38486697
45222.57722	73.3720264
47935.17348	74.09434513
51501.23161	75.0313424
53313.67743	75.50225578
55200.98508	75.98891393
57113.19956	76.47821607
74832.65275	80.84430626
76866.58039	81.32742172
44071.66626	73.0629872
47761.76222	37.02420981
54021.57878	75.68523315
57843.05796	38.33199368
64321.10341	78.28970831
68273.07542	39.63091479
72273.75394	40.11573754
74292.31936	40.3576857
71710.73145	40.04793676
73241.15052	0
74049.45073	40.32866821
74278.82207	40.35607374
75400.93085	40.48982034
77438.25101	81.4625837
79487.6774	122.917367
81549.1946	41.21331222
